set	KO	definition	foreground_with_KO	foreground_total	background_with_KO	background_total	oddsratio	pvalue	padj
conserved_down	K10255	acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K11102	proton glutamate symport protein	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K15581	oligopeptide transport system permease protein	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K15583	oligopeptide transport system ATP-binding protein	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K15973	MarR family transcriptional regulator, 2-MHQ and catechol-resistance regulon repressor	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K19802	L-Ala-D/L-Glu epimerase / N-acetyl-D-glutamate racemase [EC:5.1.1.20 5.1.1.25]	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K20742	gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]	1	176	2	2017	10.514285714285714	0.16694210323362527	0.1762684777159507
conserved_down	K02004	putative ABC transport system permease protein	1	176	3	2017	5.2542857142857144	0.2397054728767429	0.24488829391191572
conserved_down	K02033	peptide/nickel transport system permease protein	1	176	3	2017	5.2542857142857144	0.2397054728767429	0.24488829391191572
conserved_down	K05366	penicillin-binding protein 1A [EC:2.4.99.28 3.4.16.4]	1	176	3	2017	5.2542857142857144	0.2397054728767429	0.24488829391191572
conserved_down	K06418	small acid-soluble spore protein A/B/C/D	1	176	3	2017	5.2542857142857144	0.2397054728767429	0.24488829391191572
conserved_down	K07258	serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	1	176	3	2017	5.2542857142857144	0.2397054728767429	0.24488829391191572
conserved_down	K28810	spo0E family aspartyl-phosphate phosphatase	1	176	3	2017	5.2542857142857144	0.2397054728767429	0.24488829391191572
conserved_down	K02003	putative ABC transport system ATP-binding protein	1	176	4	2017	3.500952380952381	0.30614630543567695	0.31108414907173626
conserved_down	K01992	ABC-2 type transport system permease protein	1	176	5	2017	2.624285714285714	0.3668111093320112	0.37073422280080276
conserved_down	K03088	RNA polymerase sigma-70 factor, ECF subfamily	1	176	6	2017	2.0982857142857143	0.42219940195505584	0.4244451434548168
conserved_down	K01990	ABC-2 type transport system ATP-binding protein	1	176	7	2017	1.7476190476190476	0.47276772878544376	0.47276772878544376
